종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"026960","동서","18770","18220","-550","-2.93","1792949","32942966720"
"002210","동성제약","5900","5930","30","0.51","1276577","7448630970"
"102260","동성케미컬","4510","4710","200","4.43","2163614","10107464435"
"033500","동성화인텍","12980","14660","1680","12.94","12637978","179360720350"
"025950","동신건설","11870","10060","-1810","-15.25","637138","6627441700"
"000640","동아쏘시오홀딩스","79900","91800","11900","14.89","266578","22202163300"
"170900","동아에스티","55700","69000","13300","23.88","918851","54879192200"
"088130","동아엘텍","7650","7060","-590","-7.71","1464253","11752529370"
"028100","동아지질","12360","12000","-360","-2.91","656168","7958616590"
"282690","동아타이어","11610","11380","-230","-1.98","317206","3624577320"
"041930","동아화성","9640","8190","-1450","-15.04","2268988","19949615830"
"001520","동양","1034","984","-50","-4.84","6845121","6616005412"
"001527","동양2우B","12270","10890","-1380","-11.25","75388","817951780"
"084670","동양고속","15620","14190","-1430","-9.15","33706","495530730"
"082640","동양생명","3600","3695","95","2.64","2340823","8373311300"
"060380","동양에스텍","2815","2485","-330","-11.72","8497219","23583077045"
"001525","동양우","6030","5210","-820","-13.60","76371","384634010"
"079960","동양이엔피","19450","20150","700","3.60","3397961","70989430740"
"008970","동양철관","1012","913","-99","-9.78","12942054","12254033979"
"228340","동양파일","3240","3105","-135","-4.17","957319","2912225360"
"092780","동양피스톤","5530","5590","60","1.08","1899584","10845731120"
"088910","동우팜투테이블","2955","2760","-195","-6.60","3121419","8583581505"
"094170","동운아나텍","26250","25650","-600","-2.29","68994064","2392487297100"
"049770","동원F&B","26700","28100","1400","5.24","315454","8569106100"
"013120","동원개발","3355","3405","50","1.49","2017347","6780085495"
"018500","동원금속","3355","2500","-855","-25.48","81955752","268272112610"
"006040","동원산업","36500","38950","2450","6.71","789610","30910445100"
"030720","동원수산","8090","9360","1270","15.70","1685983","15840648330"
"014820","동원시스템즈","35800","36850","1050","2.93","2686473","106107512600"
"014825","동원시스템즈우","24350","23900","-450","-1.85","9361","225390650"
"163560","동일고무벨트","6870","6470","-400","-5.82","787757","5443471700"
"109860","동일금속","11510","11830","320","2.78","3984142","47268406970"
"032960","동일기연","13640","12780","-860","-6.30","1340749","17605142240"
"004890","동일산업","62000","59300","-2700","-4.35","757317","44389697000"
"002690","동일제강","2150","1908","-242","-11.26","982815","1945217156"
"023790","동일철강","2215","1876","-339","-15.30","830608","1661325989"
"005290","동진쎄미켐","39400","37050","-2350","-5.96","34612029","1381398070950"
"025900","동화기업","39500","37900","-1600","-4.05","1173280","46311517750"
"000020","동화약품","10300","10520","220","2.14","3030527","30593864810"
"000150","두산","86500","110100","23600","27.28","8062558","840601535200"
"000157","두산2우B","86400","95800","9400","10.88","91179","9109119500"
"241560","두산밥캣","58900","56500","-2400","-4.07","11540479","682624967869"
"034020","두산에너빌리티","17400","17000","-400","-2.30","139196980","2461983186740"
"000155","두산우","50800","56200","5400","10.63","387382","22453727700"
"131970","두산테스나","40650","45700","5050","12.42","12517698","580773995700"
"336260","두산퓨얼셀","27100","25950","-1150","-4.24","8303933","222297273060"
"33626K","두산퓨얼셀1우","8580","8290","-290","-3.38","718436","5871736550"
"33626L","두산퓨얼셀2우B","9950","10020","70","0.70","249557","2393264220"
"016740","두올","4240","3550","-690","-16.27","10547831","41169955030"
"073190","듀오백","2300","2470","170","7.39","897138","2093068325"
"176750","듀켐바이오","6080","6060","-20","-0.33","99922","597837080"
"030350","드래곤플라이","576","501","-75","-13.02","13247739","6922138142"
"203650","드림시큐리티","3370","3240","-130","-3.86","13880554","44783938330"
"223250","드림씨아이에스","12980","14140","1160","8.94","1306506","17572400540"
"060570","드림어스컴퍼니","3000","3325","325","10.83","39673445","156233627030"
"192650","드림텍","10090","13490","3400","33.70","36748831","450716756120"
"217620","디딤이앤에프","1004","1176","172","17.13","98907864","104162902163"
"016670","디모아","443","388","-55","-12.42","10129497","4190346007"
"187870","디바이스이엔지","17140","14240","-2900","-16.92","536756","8482393020"
"066670","디스플레이텍","7310","6330","-980","-13.41","4541680","31397998980"
"024090","디씨엠","12280","12000","-280","-2.28","336017","4061980260"
"003160","디아이","7760","7740","-20","-0.26","3233647","25328714410"
"092200","디아이씨","6190","5070","-1120","-18.09","21030520","126566892920"
"110990","디아이티","8750","11370","2620","29.94","9635612","111929437850"
"078590","디아크","2380","2380","0","0.00","0","0"
"263690","디알젬","11560","11150","-410","-3.55","993125","11358114370"
"214680","디알텍","3290","2960","-330","-10.03","98829669","300949892280"
"377190","디앤디플랫폼리츠","3225","2990","-235","-7.29","1868814","5756113710"
"263720","디앤씨미디어","18410","18320","-90","-0.49","1651521","31691396370"
"376300","디어유","40700","35700","-5000","-12.29","4577971","176025340150"
"141020","디에스앤엘","3735","3735","0","0.00","0","0"
"109740","디에스케이","5000","5080","80","1.60","884700","4362699600"
"196490","디에이테크놀로지","4885","4570","-315","-6.45","38827012","177072972660"
"066900","디에이피","3470","3555","85","2.45","13907378","56991622740"
"127120","디엔에이링크","3365","3360","-5","-0.15","2100412","7022288415"
"092070","디엔에프","19400","23950","4550","23.45","10504131","246943064960"
"039840","디오","33750","30650","-3100","-9.19","5010515","166684922350"
"013570","디와이","6200","5700","-500","-8.06","4630624","28369626910"
"219550","디와이디","1362","1265","-97","-7.12","102536847","168515905232"
"310870","디와이씨","2070","1873","-197","-9.52","3677020","7163593944"
"210540","디와이파워","16350","14160","-2190","-13.39","4815341","76895488300"
"104460","디와이피엔에프","18820","23250","4430","23.54","4690941","108233444200"
"079810","디이엔티","16297","29600","13303","81.63","24529264","723442761630"
"113810","디젠스","1332","1072","-260","-19.52","12236118","14823320299"
"043360","디지아이","3110","2990","-120","-3.86","690767","2040118515"
"197140","디지캡","4380","5840","1460","33.33","2780785","13767358710"
"068930","디지털대성","6390","5850","-540","-8.45","1001432","6206404130"
"033130","디지틀조선","2145","2020","-125","-5.83","3019976","6145728874"
"105740","디케이락","12000","11550","-450","-3.75","4652289","54701730610"
"263020","디케이앤디","3565","3260","-305","-8.56","2291408","7515228635"
"290550","디케이티","11230","9630","-1600","-14.25","3654045","38442139640"
"187220","디티앤씨","5120","4500","-620","-12.11","3019552","14429611020"
"383930","디티앤씨알오","4935","5640","705","14.29","7135005","38497182565"
"163430","디피코","4010","4010","0","0.00","0","0"
"131180","딜리","1359","1238","-121","-8.90","1324190","1688284816"
"315640","딥노이드","11920","22350","10430","87.50","45012605","769708416400"
"317120","라닉스","5320","4660","-660","-12.41","709929","3453027865"
"042510","라온시큐어","2595","2560","-35","-1.35","34690665","93997512305"
"232680","라온테크","9910","9570","-340","-3.43","4179228","43006212760"
"418420","라온텍","8980","8460","-520","-5.79","32090854","281952720480"
"300120","라온피플","6790","7850","1060","15.61","26707708","216642591200"
"171120","라이온켐텍","5800","4345","-1455","-25.09","3460260","23232122030"
"388790","라이콤","3010","2380","-630","-20.93","13263170","37310885840"
"069540","라이트론","3295","3530","235","7.13","30864399","114722295215"
"347700","라이프시맨틱스","4640","4820","180","3.88","3009749","15327130960"
"214260","라파스","19600","30250","10650","54.34","10289266","272021871230"
"403360","라피치","21300","12330","-8970","-42.11","17209","317800110"
"115390","락앤락","5960","5760","-200","-3.36","920083","5390342040"
"200350","래몽래인","18000","14650","-3350","-18.61","1547665","24572411560"
"171010","램테크놀러지","6490","5840","-650","-10.02","8834513","59432037540"
"084650","랩지노믹스","3660","6050","2390","65.30","112332325","897201405325"
"217500","러셀","4020","3920","-100","-2.49","12032929","48610949480"
"092590","럭스피아","1540","1520","-20","-1.30","921","1189836"
"141080","레고켐바이오","34550","36250","1700","4.92","6666263","232603884550"
"038390","레드캡투어","16190","15720","-470","-2.90","293424","4645402980"
"294140","레몬","6300","4385","-1915","-30.40","11008699","52694961780"
"228670","레이","35550","36700","1150","3.23","5333069","204523538400"
"228850","레이언스","10960","10360","-600","-5.47","491120","5182373210"
"412350","레이저쎌","12000","12160","160","1.33","58051051","824792246960"
"281740","레이크머티리얼즈","19650","17940","-1710","-8.70","70113044","1417475814660"
"277810","레인보우로보틱스","92200","142800","50600","54.88","33668809","4063618875800"
"179720","렌딩머신","5000","4710","-290","-5.80","1017","4733900"
"215100","로보로보","4735","5750","1015","21.44","21033289","118125539790"
"090360","로보스타","28050","32150","4100","14.62","6045544","185228732300"
"238500","로보쓰리에이아이앤로보틱스","590","633","43","7.29","1218102","723206221"
"108490","로보티즈","27000","28850","1850","6.85","8131537","223825802050"
"900260","로스웰","919","737","-182","-19.80","3510665","3095384081"
"223220","로지스몬","547","487","-60","-10.97","1754","854204"
"067730","로지시스","3955","3595","-360","-9.10","950756","3641525845"
"071280","로체시스템즈","6810","6500","-310","-4.55","10917879","80185862210"
"032350","롯데관광개발","10240","10270","30","0.29","12194479","124358128326"
"089860","롯데렌탈","27100","26500","-600","-2.21","1115177","29499030950"
"330590","롯데리츠","3640","3455","-185","-5.08","4620004","16431763440"
"000400","롯데손해보험","1803","1738","-65","-3.61","3498953","5861873052"
"023530","롯데쇼핑","66800","72600","5800","8.68","1342870","93957921600"
"020150","롯데에너지머티리얼즈","54400","54100","-300","-0.55","11995627","655732395500"
"280360","롯데웰푸드","99500","98700","-800","-0.80","268931","26124586800"
"004000","롯데정밀화학","66400","61100","-5300","-7.98","1702005","110318663500"
"286940","롯데정보통신","24650","26600","1950","7.91","995422","25453550100"
"004990","롯데지주","24850","25600","750","3.02","2856985","72015960750"
"00499K","롯데지주우","37300","36000","-1300","-3.49","14025","510265400"
"005300","롯데칠성","122700","132000","9300","7.58","918571","115741829300"
"005305","롯데칠성우","61600","66400","4800","7.79","20841","1340613300"
"011170","롯데케미칼","152900","143400","-9500","-6.21","2843168","427292622100"
"071840","롯데하이마트","9160","10030","870","9.50","1102519","10769317780"
"328130","루닛","175200","170900","-4300","-2.45","16078914","2828989785256"
"038060","루멘스","1491","1335","-156","-10.46","3836294","5245202705"
"162120","루켄테크놀러지스","5060","4445","-615","-12.15","135698","610920700"
"253610","루트락","2205","2085","-120","-5.44","28439","52564322"
"085370","루트로닉","36400","36700","300","0.82","4065727","148193732600"
"08537M","루트로닉3우C","52000","55000","3000","5.77","20315","1074614700"
"060240","룽투코리아","2125","2040","-85","-4.00","9562885","20821416999"
"058470","리노공업","149900","160600","10700","7.14","3085720","497776993400"
"039980","리노스","870","850","-20","-2.30","3362330","2814953386"
"019570","리더스 기술투자","662","935","273","41.24","40605397","34339493251"
"016100","리더스코스메틱","2640","2425","-215","-8.14","580713","1508287800"
"012700","리드코프","5990","6000","10","0.17","1546737","9252759460"
"302550","리메드","15900","18700","2800","17.61","4545389","86404084920"
"073570","리튬포어스","21650","17300","-4350","-20.09","23565716","467286028700"
"377450","리파인","8100","7830","-270","-3.33","5578260","45976448880"
"277070","린드먼아시아","5690","5440","-250","-4.39","7304416","46092203015"
"042500","링네트","4310","4240","-70","-1.62","720837","3030319475"
"219420","링크제니시스","6270","5800","-470","-7.50","3387158","21192915020"
"439090","마녀공장","34900","27450","-7450","-21.35","8791538","251089778900"
"027740","마니커","1462","1160","-302","-20.66","11861897","14847697701"
"195500","마니커에프앤지","4285","3475","-810","-18.90","18708798","76631806745"
"357430","마스턴프리미어리츠","3235","2915","-320","-9.89","847719","2581233325"
"377480","마음AI","22400","24850","2450","10.94","12695665","332244287950"
"305090","마이크로디지탈","7400","7430","30","0.41","4098415","29385060880"
"448780","마이크로엔엑스","2965","2570","-395","-13.32","107551","276508810"
"098120","마이크로컨텍솔","8060","7600","-460","-5.71","2816167","23910197520"
"424980","마이크로투나노","22850","19240","-3610","-15.80","6765672","143473877310"
"038290","마크로젠","23100","22950","-150","-0.65","2061788","45821949580"
"001080","만호제강","36050","45550","9500","26.35","561795","24317071350"
"267980","매일유업","41850","41450","-400","-0.96","238000","9736528850"
"005990","매일홀딩스","8290","8300","10","0.12","111122","936533170"
"093520","매커스","14050","12270","-1780","-12.67","2751176","36864519280"
"377030","맥스트","9630","8150","-1480","-15.37","3656339","31475275900"
"088980","맥쿼리인프라","12570","11940","-630","-5.01","19244906","235169090820"
"094800","맵스리얼티1","4175","4005","-170","-4.07","1082910","4427145980"
"100590","머큐리","5730","5270","-460","-8.03","1585819","8722761210"
"067280","멀티캠퍼스","32800","32600","-200","-0.61","182627","5861155200"
"072870","메가스터디","10800","10240","-560","-5.19","291626","3029317760"
"215200","메가스터디교육","52100","50200","-1900","-3.65","1249028","62625500350"
"133750","메가엠디","2155","2110","-45","-2.09","2300573","4775463834"
"235980","메드팩토","14350","15100","750","5.23","4893256","71347508320"
"200580","메디쎄이","12710","12300","-410","-3.23","30654","384388090"
"041920","메디아나","5860","5900","40","0.68","9387906","57829500280"
"233250","메디안디노스틱","17500","15950","-1550","-8.86","1495","23348030"
"014100","메디앙스","3030","2820","-210","-6.93","592403","1675281495"
"236340","메디젠휴먼케어","5000","4200","-800","-16.00","9205","41044755"
"054180","메디콕스","1382","1884","502","36.32","35960038","64670667808"
"086900","메디톡스","256500","218500","-38000","-14.81","3061369","675029324900"
"078160","메디포스트","13980","9310","-4670","-33.40","3568556","38351462100"
