종목코드,종목명,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금
"199730","바이오인프라","20200","15480","-4720","-23.37","1451429","24193232530"
"266470","바이오인프라생명과학","489","373","-116","-23.72","198456","82492084"
"086040","바이오톡스텍","7000","7460","460","6.57","8454855","63212623080"
"199290","바이오프로테크","1294","1298","4","0.31","30870","38695033"
"099430","바이오플러스","6950","7480","530","7.63","43631889","335698876840"
"032980","바이온","1815","1637","-178","-9.81","22814143","38139658989"
"222160","바이옵트로","7370","6480","-890","-12.08","10725274","85623297650"
"308080","바이젠셀","6620","6120","-500","-7.55","1481979","9281523710"
"043150","바텍","39400","38000","-1400","-3.55","3556280","135606813900"
"323990","박셀바이오","33550","31850","-1700","-5.07","10478119","370044400600"
"003610","방림","2430","2360","-70","-2.88","9823996","23657851855"
"267790","배럴","8000","7210","-790","-9.88","675140","5024504880"
"001340","백광산업","7540","7790","250","3.32","15638788","125510995840"
"046310","백금T&A","3450","3920","470","13.62","12752010","46578026080"
"035150","백산","8150","7930","-220","-2.70","2257869","17908014630"
"331520","밸로프","1169","1264","95","8.13","65204563","94092702532"
"066410","버킷스튜디오","1153","1153","0","0.00","0","0"
"002410","범양건영","2925","2530","-395","-13.50","4410990","12578258985"
"382900","범한퓨얼셀","27500","23800","-3700","-13.45","1132470","28424959650"
"206400","베노티앤알","4190","4450","260","6.21","5179089","20438359080"
"019010","베뉴지","2255","2240","-15","-0.67","3740756","8590579900"
"322190","베른","180","159","-21","-11.67","87478","12987434"
"177350","베셀","5220","4840","-380","-7.28","7370952","37343555325"
"299910","베스파","3165","3165","0","0.00","0","0"
"424760","벨로크","2355","2290","-65","-2.76","1007662","2393286080"
"007210","벽산","2215","2590","375","16.93","11013584","26236630515"
"225530","보광산업","6180","6100","-80","-1.29","2513341","15446390010"
"250000","보라티알","15850","13640","-2210","-13.94","2439285","36373359600"
"002760","보락","1591","1490","-101","-6.35","12360527","19432658659"
"003850","보령","7760","9110","1350","17.40","5693519","47406829810"
"310210","보로노이","46268","72700","26432","57.13","5146820","298099785450"
"006910","보성파워텍","3555","3370","-185","-5.20","39678030","154884498980"
"000890","보해양조","593","524","-69","-11.64","9202911","5035801324"
"226340","본느","1694","2105","411","24.26","68111745","148349098409"
"206950","볼빅","2135","2135","0","0.00","0","0"
"003000","부광약품","6970","7070","100","1.43","2737189","18616980970"
"001270","부국증권","21400","21900","500","2.34","24282","520885200"
"001275","부국증권우","19070","18880","-190","-1.00","7507","141862060"
"026940","부국철강","3355","3300","-55","-1.64","1885185","6145724055"
"014470","부방","2380","2630","250","10.50","21880087","54435324475"
"011390","부산산업","71900","67500","-4400","-6.12","95651","6718922600"
"005030","부산주공","486","486","0","0.00","0","0"
"008470","부스타","5030","4805","-225","-4.47","200576","973670935"
"338220","뷰노","31700","34400","2700","8.52","25784975","962849947050"
"100120","뷰웍스","34750","31050","-3700","-10.65","463177","15212634850"
"337930","브랜드엑스코퍼레이션","5190","5000","-190","-3.66","6034333","30921390520"
"099390","브레인즈컴퍼니","8280","7530","-750","-9.06","2179245","18736719350"
"064480","브리지텍","7790","7550","-240","-3.08","6148156","48464070700"
"288330","브릿지바이오테라퓨틱스","4800","6730","1930","40.21","4814128","27395096240"
"365900","브이씨","5430","4840","-590","-10.87","1647113","9169888940"
"251630","브이원텍","12770","12750","-20","-0.16","5549158","68367647350"
"018290","브이티","9380","9730","350","3.73","29774348","276598028780"
"044480","블레이드 Ent","1318","1277","-41","-3.11","3150583","4285035338"
"033560","블루콤","3670","3580","-90","-2.45","3058001","10906538985"
"191600","블루탑","10500","11000","500","4.76","384","3967980"
"369370","블리츠웨이","1653","1721","68","4.11","1396812","2319212372"
"126340","비나텍","66700","56700","-10000","-14.99","1561173","99162471300"
"121800","비덴트","3320","3320","0","0.00","0","0"
"148140","비디아이","640","640","0","0.00","0","0"
"082800","비보존 제약","674","626","-48","-7.12","22169585","14563539710"
"318410","비비씨","9950","10080","130","1.31","235104","2352489820"
"002070","비비안","1671","1384","-287","-17.18","13202825","20954581988"
"100220","비상교육","5290","4580","-710","-13.42","2576865","12303428935"
"419540","비스토스","2725","2445","-280","-10.28","24861608","65904745035"
"146320","비씨엔씨","20700","16790","-3910","-18.89","3836959","78400070890"
"200780","비씨월드제약","6520","6740","220","3.37","420598","2664348280"
"141000","비아트론","9260","9950","690","7.45","4183599","42238200150"
"090460","비에이치","28100","22900","-5200","-18.51","12092838","310657346000"
"083650","비에이치아이","8000","7200","-800","-10.00","37114354","347106836810"
"445360","비엔케이제1호스팩","2075","2060","-15","-0.72","576450","1186276295"
"142760","비엘","3215","3085","-130","-4.04","7212892","21735137325"
"065170","비엘팜텍","698","628","-70","-10.03","15750759","10271887839"
"086220","비엘헬스케어","2055","1989","-66","-3.21","11285","22147039"
"086670","비엠티","16290","16100","-190","-1.17","2110276","34234164990"
"335890","비올","7320","8430","1110","15.16","52090044","397496398260"
"138580","비즈니스온","10780","11250","470","4.36","745147","7968804890"
"082920","비츠로셀","22000","19450","-2550","-11.59","8218646","174604577120"
"054220","비츠로시스","617","541","-76","-12.32","19460671","11395814845"
"042370","비츠로테크","8450","8250","-200","-2.37","56471769","511152003960"
"030790","비케이탑스","904","904","0","0.00","0","0"
"050090","비케이홀딩스","1421","1300","-121","-8.52","1448474","1959610781"
"307870","비투엔","2200","3700","1500","68.18","51921013","173749983050"
"357880","비트나인","7580","7010","-570","-7.52","11901171","100663229200"
"032850","비트컴퓨터","6610","6060","-550","-8.32","2381162","14688280560"
"148780","비플라이소프트","1079","1035","-44","-4.08","5561724","6028082649"
"238200","비피도","6600","6700","100","1.52","484274","3071950950"
"093190","빅솔론","6180","5590","-590","-9.55","852427","4939743580"
"065450","빅텍","4595","4140","-455","-9.90","8247231","37210116885"
"210120","빅텐츠","24300","28500","4200","17.28","230386","7628145850"
"005180","빙그레","45450","45900","450","0.99","641349","28598536300"
"072950","빛샘전자","4845","4770","-75","-1.55","706650","3375801140"
"266170","뿌리깊은나무들","849","799","-50","-5.89","14146","11182002"
"143240","사람인","19170","18780","-390","-2.03","1086768","21100840350"
"003960","사조대림","25200","26750","1550","6.15","800422","19910914450"
"008040","사조동아원","1036","1015","-21","-2.03","80855865","92682410906"
"007160","사조산업","39250","41150","1900","4.84","155387","6165035750"
"014710","사조씨푸드","4665","4300","-365","-7.82","982468","4238205460"
"006090","사조오양","8210","8190","-20","-0.24","203152","1651936040"
"419120","산돌","10840","9390","-1450","-13.38","570694","5551796560"
"122350","삼기","2985","2410","-575","-19.26","8919192","23206317000"
"419050","삼기이브이","16440","13850","-2590","-15.75","8664662","139466306910"
"014970","삼륭물산","4460","3890","-570","-12.78","349097","1396879400"
"018310","삼목에스폼","14990","15740","750","5.00","586212","8985777580"
"012210","삼미금속","1639","1499","-140","-8.54","7457","12200813"
"053700","삼보모터스","7280","6030","-1250","-17.17","14256644","96922016040"
"009620","삼보산업","1070","1002","-68","-6.36","5226981","5259449549"
"023600","삼보판지","9030","9500","470","5.20","657846","6069768000"
"001470","삼부토건","3530","3465","-65","-1.84","1096020335","4831529338950"
"448730","삼성FN리츠","5070","5010","-60","-1.18","2858631","14378426900"
"006400","삼성SDI","703000","634000","-69000","-9.82","6391565","4340238093695"
"006405","삼성SDI우","327000","304000","-23000","-7.03","146473","47294770000"
"006660","삼성공조","11890","10200","-1690","-14.21","709514","7291760970"
"380320","삼성머스트스팩5호","2870","2540","-330","-11.50","903505","2562943025"
"028260","삼성물산","102300","104000","1700","1.66","5694348","586971535400"
"02826K","삼성물산우B","90700","87600","-3100","-3.42","88816","7799117000"
"207940","삼성바이오로직스","749000","798000","49000","6.54","2063987","1572393060375"
"032830","삼성생명","66700","70900","4200","6.30","4761463","331948076500"
"377630","삼성스팩4호","3800","3555","-245","-6.45","3622900","14928860440"
"425290","삼성스팩6호","2975","2700","-275","-9.24","2200595","6435665845"
"439250","삼성스팩7호","9930","9810","-120","-1.21","312012","3073070450"
"448740","삼성스팩8호","9760","9710","-50","-0.51","366847","3567166290"
"018260","삼성에스디에스","117900","135700","17800","15.10","4903218","639048721900"
"028050","삼성엔지니어링","29100","35900","6800","23.37","34143509","1139700702167"
"009150","삼성전기","142800","151000","8200","5.74","13612225","2072278018900"
"009155","삼성전기우","66900","70600","3700","5.53","224124","15745599300"
"005930","삼성전자","71600","68900","-2700","-3.77","356706733","25102242223617"
"005935","삼성전자우","59100","56800","-2300","-3.89","25509634","1485052665990"
"001360","삼성제약","2995","2990","-5","-0.17","15065984","46671248850"
"010140","삼성중공업","7050","9130","2080","29.50","350380566","2958539539900"
"016360","삼성증권","35200","36350","1150","3.27","4650908","167176592150"
"068290","삼성출판사","20250","18500","-1750","-8.64","510072","9391482900"
"029780","삼성카드","28800","29300","500","1.74","1807469","52021111750"
"000810","삼성화재","223000","249000","26000","11.66","1841677","442841652609"
"000815","삼성화재우","169800","177100","7300","4.30","181014","31428063500"
"006110","삼아알미늄","104900","100500","-4400","-4.19","5231813","617090024400"
"009300","삼아제약","17430","18250","820","4.70","229555","3966824340"
"145990","삼양사","42000","40100","-1900","-4.52","388897","16153112350"
"145995","삼양사우","26050","24700","-1350","-5.18","15077","375961800"
"003230","삼양식품","121200","125500","4300","3.55","1312986","156321881800"
"225190","삼양옵틱스","9820","9710","-110","-1.12","295660","2851239330"
"002170","삼양통상","50100","50300","200","0.40","29001","1444951800"
"272550","삼양패키징","17380","16040","-1340","-7.71","309593","5098213860"
"000070","삼양홀딩스","72200","69800","-2400","-3.32","163328","11504158600"
"000075","삼양홀딩스우","54100","52400","-1700","-3.14","5120","267559200"
"003720","삼영","4270","4180","-90","-2.11","14796607","66452126475"
"002810","삼영무역","13070","12270","-800","-6.12","341524","4269448860"
"361670","삼영에스앤씨","6890","6210","-680","-9.87","267244","1733797610"
"054540","삼영엠텍","4390","4340","-50","-1.14","3345462","14806041815"
"065570","삼영이엔씨","5620","5340","-280","-4.98","5653586","33927472050"
"005680","삼영전자","9540","8860","-680","-7.13","1119821","10088271870"
"023000","삼원강재","3270","3160","-110","-3.36","8012515","28158089495"
"004380","삼익THK","12750","12290","-460","-3.61","901715","11124090660"
"002450","삼익악기","1197","1126","-71","-5.93","3207103","3616473848"
"032280","삼일","2095","1949","-146","-6.97","1387379","2824095317"
"002290","삼일기업공사","3470","3440","-30","-0.86","964245","3279857635"
"004440","삼일씨엔에스","5300","4415","-885","-16.70","1003644","4588551225"
"000520","삼일제약","7440","7610","170","2.28","4859809","35381504760"
"009770","삼정펄프","27400","26450","-950","-3.47","41321","1095815850"
"037460","삼지전자","8470","7740","-730","-8.62","691864","5404191740"
"032750","삼진","6270","6180","-90","-1.44","3916975","24974338170"
"054090","삼진엘앤디","2575","2280","-295","-11.46","4570664","11048377805"
"005500","삼진제약","21800","23200","1400","6.42","1989920","44831006150"
"000250","삼천당제약","51000","65300","14300","28.04","8835894","543036553450"
"004690","삼천리","106200","115200","9000","8.47","794795","85553663600"
"024950","삼천리자전거","5960","6140","180","3.02","7933240","55416275400"
"038500","삼표시멘트","3245","3385","140","4.31","5735112","19188913015"
"017480","삼현철강","5450","5110","-340","-6.24","554871","2896214485"
"010960","삼호개발","3580","3420","-160","-4.47","787966","2785666880"
"046390","삼화네트웍스","2240","2160","-80","-3.57","6639648","14260341606"
"004450","삼화왕관","35400","34950","-450","-1.27","607937","23163659150"
"009470","삼화전기","21650","18610","-3040","-14.04","6661069","148054520840"
"011230","삼화전자","8390","6810","-1580","-18.83","51897206","495365711020"
"001820","삼화콘덴서","42750","41000","-1750","-4.09","2144066","91493475600"
"000390","삼화페인트","6200","6250","50","0.81","4008473","26522698510"
"027580","상보","2095","1793","-302","-14.42","307318241","632724968748"
"038540","상상인","4105","4160","55","1.34","4640115","19531344395"
"101000","상상인인더스트리","1800","1990","190","10.56","1107552","1974133753"
"415580","상상인제3호스팩","2235","2285","50","2.24","589725","1313145480"
"001290","상상인증권","786","732","-54","-6.87","1104445","814097523"
"041650","상신브레이크","3980","3780","-200","-5.03","16538118","66360951535"
"091580","상신이디피","19730","18280","-1450","-7.35","9023404","183759672910"
"263810","상신전자","5640","4570","-1070","-18.97","5746211","29358182100"
"089980","상아프론테크","26800","25050","-1750","-6.53","2277376","58827677300"
"042940","상지카일룸","503","485","-18","-3.58","25647427","13753971073"
"042600","새로닉스","40400","37150","-3250","-8.04","6296644","279049788050"
"075180","새론오토모티브","4805","4565","-240","-4.99","190278","903509330"
"107600","새빗켐","83100","87900","4800","5.78","5344930","520122616600"
"411080","샌즈랩","10210","9330","-880","-8.62","1386426","13528548660"
"252990","샘씨엔에스","6370","5560","-810","-12.72","17791238","111936812070"
"007540","샘표","56900","51800","-5100","-8.96","477297","25577958150"
"248170","샘표식품","30350","27900","-2450","-8.07","637266","18346722700"
"378800","샤페론","4215","4355","140","3.32","48117244","226698197370"
"294630","서남","3185","7170","3985","125.12","255964102","2383267214460"
"038070","서린바이오","11400","10690","-710","-6.23","1042128","10921949540"
"006730","서부T&D","8150","8430","280","3.44","8480136","69552153100"
"079650","서산","1924","1789","-135","-7.02","564986","974902588"
"100660","서암기계공업","5600","5070","-530","-9.46","2727169","14608306580"
"007860","서연","9660","8360","-1300","-13.46","3683510","33905168690"
"200880","서연이화","24100","21700","-2400","-9.96","22198865","561606483380"
"019770","서연탑메탈","4590","4180","-410","-8.93","3837140","16815514605"
"017390","서울가스","67600","69900","2300","3.40","471193","31695917800"
"043710","서울리거","924","920","-4","-0.43","3801750","3421313134"
"092190","서울바이오시스","4980","4660","-320","-6.43","1469906","7017727810"
"046890","서울반도체","12460","11560","-900","-7.22","10115604","122141448130"
"004410","서울식품","206","199","-7","-3.40","43801318","8825378617"
"004415","서울식품우","2260","2000","-260","-11.50","119073","247985565"
"063170","서울옥션","13100","12160","-940","-7.18","2719732","33097795610"
"027040","서울전자통신","555","505","-50","-9.01","2114878","1104646681"
"018680","서울제약","4330","4220","-110","-2.54","280956","1146092670"
"021050","서원","1379","1796","417","30.24","333115556","734632476241"
"093920","서원인텍","5980","5970","-10","-0.17","1089897","6489131170"
"189860","서전기전","5470","4880","-590","-10.79","5949909","36185007875"
"178320","서진시스템","19260","15730","-3530","-18.33","11941560","204545359460"
"122690","서진오토모티브","4150","3740","-410","-9.88","5406981","20868302780"
"140070","서플러스글로벌","4090","3960","-130","-3.18","4074626","16214276070"
"011370","서한","1020","988","-32","-3.14","6028486","5997132785"
"065710","서호전기","18200","18790","590","3.24","152904","2882342340"
"008490","서흥","26550","26900","350","1.32","347646","9632104050"
"035890","서희건설","1490","1333","-157","-10.54","22107503","31968404478"
"357550","석경에이티","53700","52200","-1500","-2.79","5370502","309313908700"
"003100","선광","20650","20800","150","0.73","1575046","31299708050"
"007610","선도전기","3000","3000","0","0.00","0","0"
"067370","선바이오","10150","9820","-330","-3.25","579081","5527308510"
"171090","선익시스템","27850","24250","-3600","-12.93","2960042","78375045650"
"136490","선진","8360","8220","-140","-1.67","1059493","8639280510"
"086710","선진뷰티사이언스","9940","9740","-200","-2.01","3693828","33589345330"
"014620","성광벤드","15530","16900","1370","8.82","12950914","209975213770"
"037350","성도이엔지","4405","4180","-225","-5.11","8523885","39995646925"
"014910","성문전자","2075","1709","-366","-17.64","8274610","15424345776"
"014915","성문전자우","8020","5890","-2130","-26.56","30818","199993910"
"003080","성보화학","3300","3110","-190","-5.76","1184885","3645711275"
"004980","성신양회","8530","9730","1200","14.07","3425494","31278535580"
"004985","성신양회우","12800","12790","-10","-0.08","132438","1665998010"
"011300","성안","2300","2280","-20","-0.87","42396682","102200288700"
"081580","성우전자","2635","2530","-105","-3.98","19388781","55266630860"
"045300","성우테크론","4575","4660","85","1.86","19282725","108736281895"
"015750","성우하이텍","13520","11150","-2370","-17.53","163565162","2285778694280"
"365340","성일하이텍","134200","131600","-2600","-1.94","7467409","1076188518300"
"000180","성창기업지주","2060","2010","-50","-2.43","2801556","5559768600"
"080470","성창오토텍","6570","5790","-780","-11.87","416828","2555464100"
"043260","성호전자","1687","1609","-78","-4.62","11860075","19258805684"
"148150","세경하이테크","18850","16510","-2340","-12.41","1515218","26977690190"
"002420","세기상사","7310","6530","-780","-10.67","178068","1233601810"
"053060","세동","2660","2420","-240","-9.02","12130560","29504372805"
"340440","세림B&G","2355","2150","-205","-8.70","5859024","13797835345"
"017510","세명전기","3355","3045","-310","-9.24","1115750","3488464860"
"004360","세방","12000","11950","-50","-0.42","3367130","39140556960"
"004365","세방우","7350","6720","-630","-8.57","57401","404079530"
"004490","세방전지","48400","48300","-100","-0.21","2078348","99504327700"
"011560","세보엠이씨","9750","9010","-740","-7.59","864145","8125110670"
"396300","세아메카닉스","5440","4660","-780","-14.34","6557134","33732219100"
"001430","세아베스틸지주","25550","24700","-850","-3.33","5427380","149743502200"
"306200","세아제강","150900","151300","400","0.27","294224","45535417500"
"003030","세아제강지주","195100","191500","-3600","-1.85","298384","58853263800"
"019440","세아특수강","15840","15120","-720","-4.55","1075066","17259602670"
"058650","세아홀딩스","113300","111800","-1500","-1.32","6763","749632400"
"013000","세우글로벌","1430","1297","-133","-9.30","2397800","3155411421"
"100700","세운메디칼","2705","2660","-45","-1.66","1377492","3605882790"
"024830","세원물산","8330","7260","-1070","-12.85","305595","2430898430"
"091090","세원이앤씨","254","254","0","0.00","0","0"
"021820","세원정공","9010","7410","-1600","-17.76","489273","3962893670"
"067830","세이브존I&C","2695","2610","-85","-3.15","624136","1639268295"
"033530","세종공업","9430","7330","-2100","-22.27","6142881","51693599440"
"258830","세종메디칼","1830","1378","-452","-24.70","17724851","27586167526"
"036630","세종텔레콤","593","580","-13","-2.19","12948589","7700878577"
"039310","세중","2460","2305","-155","-6.30","838053","1954177285"
"075580","세진중공업","6270","6110","-160","-2.55","11234573","74982687170"
"067770","세진티에스","3285","2905","-380","-11.57","865930","2633473105"
"053450","세코닉스","8810","7530","-1280","-14.53","3553117","28501091980"
"222810","세토피아","3030","2795","-235","-7.76","33914461","102752321500"
"027970","세하","1285","1312","27","2.10","2522429","3206984471"
"252500","세화피앤씨","1065","968","-97","-9.11","2534424","2490670035"
"347000","센코","3430","3545","115","3.35","29047073","96380907070"
"331920","셀레믹스","4580","4620","40","0.87","904101","4154842690"
"049180","셀루메드","4060","3840","-220","-5.42","11756214","44697917105"
"299660","셀리드","5777","6710","933","16.15","3864436","26214035940"
"268600","셀리버리","6680","6680","0","0.00","0","0"
"108860","셀바스AI","17080","23400","6320","37.00","110269864","2515762121380"
"208370","셀바스헬스케어","6720","9870","3150","46.88","88899386","785719356990"
"318160","셀바이오휴먼텍","5600","4830","-770","-13.75","7756193","46353252030"
"258250","셀젠텍","4995","3990","-1005","-20.12","79101","338156855"
"068270","셀트리온","152600","154900","2300","1.51","14579483","2181720709900"
"068760","셀트리온제약","71900","89700","17800","24.76","20665902","1790312250300"
"091990","셀트리온헬스케어","63200","69800","6600","10.44","29462006","1928944551200"
"068940","셀피글로벌","778","778","0","0.00","0","0"
"060230","소니드","4865","4030","-835","-17.16","30249130","137763064870"
"290690","소룩스","30100","19120","-10980","-36.48","13419578","285634161690"
"950200","소마젠","6440","6310","-130","-2.02","848948","5240001590"
"032680","소프트센","886","743","-143","-16.14","73706205","62946987440"
"032685","소프트센우","11000","10050","-950","-8.64","46075","444578420"
"258790","소프트캠프","1602","1612","10","0.62","16004886","28814070222"
"066910","손오공","1878","2710","832","44.30","22470081","55773311402"
"043100","솔고바이오","497","461","-36","-7.24","5805893","2745088225"
"336370","솔루스첨단소재","37850","34000","-3850","-10.17","5177364","184941989400"
"33637K","솔루스첨단소재1우","8390","7260","-1130","-13.47","448791","3493591500"
"33637L","솔루스첨단소재2우B","10080","9230","-850","-8.43","96880","980753470"
"248070","솔루엠","28100","28300","200","0.71","20464313","580644704900"
"035610","솔본","4610","4155","-455","-9.87","2369128","10306615365"
"357780","솔브레인","245500","260000","14500","5.91","1147470","306197508500"
"036830","솔브레인홀딩스","26300","25150","-1150","-4.37","1082733","28824398300"
